SUBCLASSE|DENOMINACAO|DESCRICAO|ITEM|SUBITEM|ALIQUOTA|IDCNAE 
6435202|ASSOCIACOES DE POUPANCA E EMPRESTIMO|SERVIÇOS DE FORNECIMENTO, EMISSÃO, REEMISSÃO, RENOVAÇÃO E MANUTENÇÃO DE CARTÃO DÉBITO|15|14|5|8290
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS DE FORNECIMENTO, EMISSÃO, REEMISSÃO, RENOVAÇÃO E MANUTENÇÃO DE CARTÃO DÉBITO|15|14|5|8289
6436100|SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS|SERVIÇOS DE FORNECIMENTO, EMISSÃO, REEMISSÃO, RENOVAÇÃO E MANUTENÇÃO DE CARTÃO DÉBITO|15|14|5|8288
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS DE FORNECIMENTO, EMISSÃO, REEMISSÃO, RENOVAÇÃO E MANUTENÇÃO DE CARTÃO CRÉDITO|15|14|5|8278
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE FORNECIMENTO, EMISSÃO, REEMISSÃO, RENOVAÇÃO E MANUTENÇÃO DE CARTÃO CRÉDITO|15|14|5|8277
6424704|COOPERATIVAS DE CREDITO RURAL|SERVIÇOS DE FORNECIMENTO, EMISSÃO, REEMISSÃO, RENOVAÇÃO E MANUTENÇÃO DE CARTÃO CRÉDITO|15|14|5|8276
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS DE FORNECIMENTO, EMISSÃO, REEMISSÃO, RENOVAÇÃO E MANUTENÇÃO DE CARTÃO CRÉDITO|15|14|5|8275
6432800|BANCOS DE INVESTIMENTO|SERVIÇOS DE FORNECIMENTO, EMISSÃO, REEMISSÃO, RENOVAÇÃO E MANUTENÇÃO DE CARTÃO CRÉDITO|15|14|5|8274
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS DE FORNECIMENTO, EMISSÃO, REEMISSÃO, RENOVAÇÃO E MANUTENÇÃO DE CARTÃO CRÉDITO|15|14|5|8273
6434400|AGENCIAS DE FOMENTO|SERVIÇOS DE FORNECIMENTO, EMISSÃO, REEMISSÃO, RENOVAÇÃO E MANUTENÇÃO DE CARTÃO CRÉDITO|15|14|5|8272
6435201|SOCIEDADES DE CREDITO IMOBILIARIO|SERVIÇOS DE FORNECIMENTO, EMISSÃO, REEMISSÃO, RENOVAÇÃO E MANUTENÇÃO DE CARTÃO CRÉDITO|15|14|5|8271
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS DE FORNECIMENTO, EMISSÃO, REEMISSÃO, RENOVAÇÃO E MANUTENÇÃO DE CARTÃO MAGNÉTICO|15|14|5|8251
6437900|SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR|SERVIÇOS DE FORNECIMENTO, EMISSÃO, REEMISSÃO, RENOVAÇÃO E MANUTENÇÃO DE CARTÃO MAGNÉTICO|15|14|5|8249
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS DE COMPENSAÇÃO DE TÍTULOS QUAISQUER|15|15|5|8628
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE COMPENSAÇÃO DE TÍTULOS QUAISQUER|15|15|5|8629
6438701|BANCOS DE CAMBIO|SERVIÇOS DE COMPENSAÇÃO DE TÍTULOS QUAISQUER|15|15|5|8630
6437900|SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR|SERVIÇOS DE COMPENSAÇÃO DE TÍTULOS QUAISQUER|15|15|5|8631
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS DE COMPENSAÇÃO DE TÍTULOS QUAISQUER|15|15|5|8633
6435201|SOCIEDADES DE CREDITO IMOBILIARIO|SERVIÇOS DE COMPENSAÇÃO DE TÍTULOS QUAISQUER|15|15|5|8635
6436100|SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS|SERVIÇOS RELACIONADOS A DEPÓSITOS|15|15|5|8669
6437900|SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR|SERVIÇOS RELACIONADOS A DEPÓSITOS|15|15|5|8668
6438701|BANCOS DE CAMBIO|SERVIÇOS RELACIONADOS A DEPÓSITOS|15|15|5|8667
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS RELACIONADOS A DEPÓSITOS|15|15|5|8666
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS DE COMPENSAÇÃO DE CHEQUES|15|15|5|8665
6421200|BANCOS COMERCIAIS|SERVIÇOS DE COMPENSAÇÃO DE CHEQUES|15|15|5|8664
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS DE COMPENSAÇÃO DE CHEQUES|15|15|5|8663
6423900|CAIXAS ECONOMICAS|SERVIÇOS DE COMPENSAÇÃO DE CHEQUES|15|15|5|8662
6424701|BANCOS COOPERATIVOS|SERVIÇOS DE COMPENSAÇÃO DE CHEQUES|15|15|5|8661
6421200|BANCOS COMERCIAIS|SERVIÇOS RELACIONADOS A DEPÓSITOS|15|15|5|8683
6424704|COOPERATIVAS DE CREDITO RURAL|SERVIÇOS RELACIONADOS A DEPÓSITOS|15|15|5|8677
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS RELACIONADOS A DEPÓSITOS|15|15|5|8684
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS RELACIONADOS A DEPÓSITOS|15|15|5|8682
6423900|CAIXAS ECONOMICAS|SERVIÇOS RELACIONADOS A DEPÓSITOS|15|15|5|8681
6424701|BANCOS COOPERATIVOS|SERVIÇOS RELACIONADOS A DEPÓSITOS|15|15|5|8680
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS RELACIONADOS A DEPÓSITOS|15|15|5|8679
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS RELACIONADOS A DEPÓSITOS|15|15|5|8678
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS RELACIONADOS A DEPÓSITOS|15|15|5|8676
6432800|BANCOS DE INVESTIMENTO|SERVIÇOS RELACIONADOS A DEPÓSITOS|15|15|5|8675
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS RELACIONADOS A DEPÓSITOS|15|15|5|8674
6434400|AGENCIAS DE FOMENTO|SERVIÇOS RELACIONADOS A DEPÓSITOS|15|15|5|8673
6435201|SOCIEDADES DE CREDITO IMOBILIARIO|SERVIÇOS RELACIONADOS A DEPÓSITOS|15|15|5|8672
6435202|ASSOCIACOES DE POUPANCA E EMPRESTIMO|SERVIÇOS RELACIONADOS A DEPÓSITOS|15|15|5|8671
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS RELACIONADOS A DEPÓSITOS|15|15|5|8670
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS DE COMPENSAÇÃO DE CHEQUES|15|15|5|8660
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE COMPENSAÇÃO DE CHEQUES|15|15|5|8659
6424704|COOPERATIVAS DE CREDITO RURAL|SERVIÇOS DE COMPENSAÇÃO DE CHEQUES|15|15|5|8658
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS DE COMPENSAÇÃO DE CHEQUES|15|15|5|8657
6432800|BANCOS DE INVESTIMENTO|SERVIÇOS DE COMPENSAÇÃO DE CHEQUES|15|15|5|8656
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS DE COMPENSAÇÃO DE CHEQUES|15|15|5|8655
6434400|AGENCIAS DE FOMENTO|SERVIÇOS DE COMPENSAÇÃO DE CHEQUES|15|15|5|8654
6423900|CAIXAS ECONOMICAS|SERVIÇOS DE COMPENSAÇÃO DE TÍTULOS QUAISQUER|15|15|5|8644
6424701|BANCOS COOPERATIVOS|SERVIÇOS DE COMPENSAÇÃO DE TÍTULOS QUAISQUER|15|15|5|8643
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS DE COMPENSAÇÃO DE TÍTULOS QUAISQUER|15|15|5|8642
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE COMPENSAÇÃO DE TÍTULOS QUAISQUER|15|15|5|8641
6424704|COOPERATIVAS DE CREDITO RURAL|SERVIÇOS DE COMPENSAÇÃO DE TÍTULOS QUAISQUER|15|15|5|8640
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS DE COMPENSAÇÃO DE TÍTULOS QUAISQUER|15|15|5|8639
6432800|BANCOS DE INVESTIMENTO|SERVIÇOS DE COMPENSAÇÃO DE TÍTULOS QUAISQUER|15|15|5|8638
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS DE COMPENSAÇÃO DE TÍTULOS QUAISQUER|15|15|5|8637
6434400|AGENCIAS DE FOMENTO|SERVIÇOS DE COMPENSAÇÃO DE TÍTULOS QUAISQUER|15|15|5|8636
6435201|SOCIEDADES DE CREDITO IMOBILIARIO|SERVIÇOS DE COMPENSAÇÃO DE CHEQUES|15|15|5|8653
6435202|ASSOCIACOES DE POUPANCA E EMPRESTIMO|SERVIÇOS DE COMPENSAÇÃO DE CHEQUES|15|15|5|8652
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS DE COMPENSAÇÃO DE CHEQUES|15|15|5|8651
6436100|SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS|SERVIÇOS DE COMPENSAÇÃO DE CHEQUES|15|15|5|8650
6437900|SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR|SERVIÇOS DE COMPENSAÇÃO DE CHEQUES|15|15|5|8649
6438701|BANCOS DE CAMBIO|SERVIÇOS DE COMPENSAÇÃO DE CHEQUES|15|15|5|8648
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE COMPENSAÇÃO DE CHEQUES|15|15|5|8647
6421200|BANCOS COMERCIAIS|SERVIÇOS DE COMPENSAÇÃO DE TÍTULOS QUAISQUER|15|15|5|8646
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS DE COMPENSAÇÃO DE TÍTULOS QUAISQUER|15|15|5|8645
6435202|ASSOCIACOES DE POUPANCA E EMPRESTIMO|SERVIÇOS DE COMPENSAÇÃO DE TÍTULOS QUAISQUER|15|15|5|8634
6436100|SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS|SERVIÇOS DE COMPENSAÇÃO DE TÍTULOS QUAISQUER|15|15|5|8632
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS DE EMISSÃO, REEMISSÃO, LIQUIDAÇÃO, ALTERAÇÃO, CANCELAMENTO E BAIXA DE ORDENS DE PAGAMENTO, ORDEM DE CRÉDITO E SIMILARES|15|16|5|8326
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE EMISSÃO, REEMISSÃO, LIQUIDAÇÃO, ALTERAÇÃO, CANCELAMENTO E BAIXA DE ORDENS DE PAGAMENTO, ORDEM DE CRÉDITO E SIMILARES|15|16|5|8327
6438701|BANCOS DE CAMBIO|SERVIÇOS DE EMISSÃO, REEMISSÃO, LIQUIDAÇÃO, ALTERAÇÃO, CANCELAMENTO E BAIXA DE ORDENS DE PAGAMENTO, ORDEM DE CRÉDITO E SIMILARES|15|16|5|8328
6437900|SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR|SERVIÇOS DE EMISSÃO, REEMISSÃO, LIQUIDAÇÃO, ALTERAÇÃO, CANCELAMENTO E BAIXA DE ORDENS DE PAGAMENTO, ORDEM DE CRÉDITO E SIMILARES|15|16|5|8329
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS DE EMISSÃO, REEMISSÃO, LIQUIDAÇÃO, ALTERAÇÃO, CANCELAMENTO E BAIXA DE ORDENS DE PAGAMENTO, ORDEM DE CRÉDITO E SIMILARES|15|16|5|8331
6435201|SOCIEDADES DE CREDITO IMOBILIARIO|SERVIÇOS DE EMISSÃO, REEMISSÃO, LIQUIDAÇÃO, ALTERAÇÃO, CANCELAMENTO E BAIXA DE ORDENS DE PAGAMENTO, ORDEM DE CRÉDITO E SIMILARES|15|16|5|8333
6423900|CAIXAS ECONOMICAS|SERVIÇOS DE EMISSÃO, REEMISSÃO, LIQUIDAÇÃO, ALTERAÇÃO, CANCELAMENTO E BAIXA DE ORDENS DE PAGAMENTO, ORDEM DE CRÉDITO E SIMILARES|15|16|5|8342
6424701|BANCOS COOPERATIVOS|SERVIÇOS DE EMISSÃO, REEMISSÃO, LIQUIDAÇÃO, ALTERAÇÃO, CANCELAMENTO E BAIXA DE ORDENS DE PAGAMENTO, ORDEM DE CRÉDITO E SIMILARES|15|16|5|8341
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS DE EMISSÃO, REEMISSÃO, LIQUIDAÇÃO, ALTERAÇÃO, CANCELAMENTO E BAIXA DE ORDENS DE PAGAMENTO, ORDEM DE CRÉDITO E SIMILARES|15|16|5|8340
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE EMISSÃO, REEMISSÃO, LIQUIDAÇÃO, ALTERAÇÃO, CANCELAMENTO E BAIXA DE ORDENS DE PAGAMENTO, ORDEM DE CRÉDITO E SIMILARES|15|16|5|8339
6424704|COOPERATIVAS DE CREDITO RURAL|SERVIÇOS DE EMISSÃO, REEMISSÃO, LIQUIDAÇÃO, ALTERAÇÃO, CANCELAMENTO E BAIXA DE ORDENS DE PAGAMENTO, ORDEM DE CRÉDITO E SIMILARES|15|16|5|8338
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS DE EMISSÃO, REEMISSÃO, LIQUIDAÇÃO, ALTERAÇÃO, CANCELAMENTO E BAIXA DE ORDENS DE PAGAMENTO, ORDEM DE CRÉDITO E SIMILARES|15|16|5|8337
6432800|BANCOS DE INVESTIMENTO|SERVIÇOS DE EMISSÃO, REEMISSÃO, LIQUIDAÇÃO, ALTERAÇÃO, CANCELAMENTO E BAIXA DE ORDENS DE PAGAMENTO, ORDEM DE CRÉDITO E SIMILARES|15|16|5|8336
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS DE EMISSÃO, REEMISSÃO, LIQUIDAÇÃO, ALTERAÇÃO, CANCELAMENTO E BAIXA DE ORDENS DE PAGAMENTO, ORDEM DE CRÉDITO E SIMILARES|15|16|5|8335
6434400|AGENCIAS DE FOMENTO|SERVIÇOS DE EMISSÃO, REEMISSÃO, LIQUIDAÇÃO, ALTERAÇÃO, CANCELAMENTO E BAIXA DE ORDENS DE PAGAMENTO, ORDEM DE CRÉDITO E SIMILARES|15|16|5|8334
6424701|BANCOS COOPERATIVOS|SERVIÇOS RELACIONADOS À TRANSFERÊNCIA DE VALORES, DADOS, FUNDOS, PAGAMENTOS E SIMILARES|15|16|5|8359
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS RELACIONADOS À TRANSFERÊNCIA DE VALORES, DADOS, FUNDOS, PAGAMENTOS E SIMILARES|15|16|5|8358
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS RELACIONADOS À TRANSFERÊNCIA DE VALORES, DADOS, FUNDOS, PAGAMENTOS E SIMILARES|15|16|5|8357
6424704|COOPERATIVAS DE CREDITO RURAL|SERVIÇOS RELACIONADOS À TRANSFERÊNCIA DE VALORES, DADOS, FUNDOS, PAGAMENTOS E SIMILARES|15|16|5|8356
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS RELACIONADOS À TRANSFERÊNCIA DE VALORES, DADOS, FUNDOS, PAGAMENTOS E SIMILARES|15|16|5|8355
6432800|BANCOS DE INVESTIMENTO|SERVIÇOS RELACIONADOS À TRANSFERÊNCIA DE VALORES, DADOS, FUNDOS, PAGAMENTOS E SIMILARES|15|16|5|8354
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS RELACIONADOS À TRANSFERÊNCIA DE VALORES, DADOS, FUNDOS, PAGAMENTOS E SIMILARES|15|16|5|8353
6434400|AGENCIAS DE FOMENTO|SERVIÇOS RELACIONADOS À TRANSFERÊNCIA DE VALORES, DADOS, FUNDOS, PAGAMENTOS E SIMILARES|15|16|5|8352
6435201|SOCIEDADES DE CREDITO IMOBILIARIO|SERVIÇOS RELACIONADOS À TRANSFERÊNCIA DE VALORES, DADOS, FUNDOS, PAGAMENTOS E SIMILARES|15|16|5|8351
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS RELACIONADOS À TRANSFERÊNCIA DE VALORES, DADOS, FUNDOS, PAGAMENTOS E SIMILARES|15|16|5|8363
6421200|BANCOS COMERCIAIS|SERVIÇOS RELACIONADOS À TRANSFERÊNCIA DE VALORES, DADOS, FUNDOS, PAGAMENTOS E SIMILARES|15|16|5|8362
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS RELACIONADOS À TRANSFERÊNCIA DE VALORES, DADOS, FUNDOS, PAGAMENTOS E SIMILARES|15|16|5|8361
6423900|CAIXAS ECONOMICAS|SERVIÇOS RELACIONADOS À TRANSFERÊNCIA DE VALORES, DADOS, FUNDOS, PAGAMENTOS E SIMILARES|15|16|5|8360
6435202|ASSOCIACOES DE POUPANCA E EMPRESTIMO|SERVIÇOS RELACIONADOS À TRANSFERÊNCIA DE VALORES, DADOS, FUNDOS, PAGAMENTOS E SIMILARES|15|16|5|8350
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS RELACIONADOS À TRANSFERÊNCIA DE VALORES, DADOS, FUNDOS, PAGAMENTOS E SIMILARES|15|16|5|8349
6436100|SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS|SERVIÇOS RELACIONADOS À TRANSFERÊNCIA DE VALORES, DADOS, FUNDOS, PAGAMENTOS E SIMILARES|15|16|5|8348
6437900|SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR|SERVIÇOS RELACIONADOS À TRANSFERÊNCIA DE VALORES, DADOS, FUNDOS, PAGAMENTOS E SIMILARES|15|16|5|8347
6438701|BANCOS DE CAMBIO|SERVIÇOS RELACIONADOS À TRANSFERÊNCIA DE VALORES, DADOS, FUNDOS, PAGAMENTOS E SIMILARES|15|16|5|8346
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS RELACIONADOS À TRANSFERÊNCIA DE VALORES, DADOS, FUNDOS, PAGAMENTOS E SIMILARES|15|16|5|8345
6421200|BANCOS COMERCIAIS|SERVIÇOS DE EMISSÃO, REEMISSÃO, LIQUIDAÇÃO, ALTERAÇÃO, CANCELAMENTO E BAIXA DE ORDENS DE PAGAMENTO, ORDEM DE CRÉDITO E SIMILARES|15|16|5|8344
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS DE EMISSÃO, REEMISSÃO, LIQUIDAÇÃO, ALTERAÇÃO, CANCELAMENTO E BAIXA DE ORDENS DE PAGAMENTO, ORDEM DE CRÉDITO E SIMILARES|15|16|5|8343
6435202|ASSOCIACOES DE POUPANCA E EMPRESTIMO|SERVIÇOS DE EMISSÃO, REEMISSÃO, LIQUIDAÇÃO, ALTERAÇÃO, CANCELAMENTO E BAIXA DE ORDENS DE PAGAMENTO, ORDEM DE CRÉDITO E SIMILARES|15|16|5|8332
6436100|SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS|SERVIÇOS DE EMISSÃO, REEMISSÃO, LIQUIDAÇÃO, ALTERAÇÃO, CANCELAMENTO E BAIXA DE ORDENS DE PAGAMENTO, ORDEM DE CRÉDITO E SIMILARES|15|16|5|8330
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE EMISSÃO E FORNECIMENTO DE CHEQUES|15|17|5|8364
6438701|BANCOS DE CAMBIO|SERVIÇOS DE EMISSÃO E FORNECIMENTO DE CHEQUES|15|17|5|8365
6437900|SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR|SERVIÇOS DE EMISSÃO E FORNECIMENTO DE CHEQUES|15|17|5|8366
6436100|SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS|SERVIÇOS DE EMISSÃO E FORNECIMENTO DE CHEQUES|15|17|5|8367
6435202|ASSOCIACOES DE POUPANCA E EMPRESTIMO|SERVIÇOS DE EMISSÃO E FORNECIMENTO DE CHEQUES|15|17|5|8369
6434400|AGENCIAS DE FOMENTO|SERVIÇOS DE EMISSÃO E FORNECIMENTO DE CHEQUES|15|17|5|8371
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS DE EMISSÃO E FORNECIMENTO DE CHEQUES|15|17|5|8380
6423900|CAIXAS ECONOMICAS|SERVIÇOS DE EMISSÃO E FORNECIMENTO DE CHEQUES|15|17|5|8379
6424701|BANCOS COOPERATIVOS|SERVIÇOS DE EMISSÃO E FORNECIMENTO DE CHEQUES|15|17|5|8378
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS DE EMISSÃO E FORNECIMENTO DE CHEQUES|15|17|5|8377
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE EMISSÃO E FORNECIMENTO DE CHEQUES|15|17|5|8376
6424704|COOPERATIVAS DE CREDITO RURAL|SERVIÇOS DE EMISSÃO E FORNECIMENTO DE CHEQUES|15|17|5|8375
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS DE EMISSÃO E FORNECIMENTO DE CHEQUES|15|17|5|8374
6432800|BANCOS DE INVESTIMENTO|SERVIÇOS DE EMISSÃO E FORNECIMENTO DE CHEQUES|15|17|5|8373
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS DE EMISSÃO E FORNECIMENTO DE CHEQUES|15|17|5|8372
6436100|SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS|SERVIÇOS DE SUSTAÇÃO DE CHEQUES|15|17|5|8406
6438701|BANCOS DE CAMBIO|SERVIÇOS DE SUSTAÇÃO DE CHEQUES|15|17|5|8404
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE SUSTAÇÃO DE CHEQUES|15|17|5|8403
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS DE SUSTAÇÃO DE CHEQUES|15|17|5|8402
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS DE DEVOLUÇÃO DE CHEQUES|15|17|5|8401
6421200|BANCOS COMERCIAIS|SERVIÇOS DE DEVOLUÇÃO DE CHEQUES|15|17|5|8400
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS DE DEVOLUÇÃO DE CHEQUES|15|17|5|8399
6423900|CAIXAS ECONOMICAS|SERVIÇOS DE DEVOLUÇÃO DE CHEQUES|15|17|5|8398
6424701|BANCOS COOPERATIVOS|SERVIÇOS DE DEVOLUÇÃO DE CHEQUES|15|17|5|8397
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS DE DEVOLUÇÃO DE CHEQUES|15|17|5|8396
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE DEVOLUÇÃO DE CHEQUES|15|17|5|8395
6424704|COOPERATIVAS DE CREDITO RURAL|SERVIÇOS DE DEVOLUÇÃO DE CHEQUES|15|17|5|8394
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS DE DEVOLUÇÃO DE CHEQUES|15|17|5|8393
6432800|BANCOS DE INVESTIMENTO|SERVIÇOS DE DEVOLUÇÃO DE CHEQUES|15|17|5|8392
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS DE DEVOLUÇÃO DE CHEQUES|15|17|5|8391
6434400|AGENCIAS DE FOMENTO|SERVIÇOS DE DEVOLUÇÃO DE CHEQUES|15|17|5|8390
6435201|SOCIEDADES DE CREDITO IMOBILIARIO|SERVIÇOS DE DEVOLUÇÃO DE CHEQUES|15|17|5|8389
6435202|ASSOCIACOES DE POUPANCA E EMPRESTIMO|SERVIÇOS DE DEVOLUÇÃO DE CHEQUES|15|17|5|8388
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS DE DEVOLUÇÃO DE CHEQUES|15|17|5|8387
6436100|SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS|SERVIÇOS DE DEVOLUÇÃO DE CHEQUES|15|17|5|8386
6437900|SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR|SERVIÇOS DE DEVOLUÇÃO DE CHEQUES|15|17|5|8385
6438701|BANCOS DE CAMBIO|SERVIÇOS DE DEVOLUÇÃO DE CHEQUES|15|17|5|8384
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE DEVOLUÇÃO DE CHEQUES|15|17|5|8383
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS DE EMISSÃO E FORNECIMENTO DE CHEQUES|15|17|5|8382
6421200|BANCOS COMERCIAIS|SERVIÇOS DE EMISSÃO E FORNECIMENTO DE CHEQUES|15|17|5|8381
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS DE SUSTAÇÃO DE CHEQUES|15|17|5|8416
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE SUSTAÇÃO DE CHEQUES|15|17|5|8415
6424704|COOPERATIVAS DE CREDITO RURAL|SERVIÇOS DE SUSTAÇÃO DE CHEQUES|15|17|5|8414
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS DE SUSTAÇÃO DE CHEQUES|15|17|5|8413
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS DE SUSTAÇÃO DE CHEQUES|15|17|5|8411
6434400|AGENCIAS DE FOMENTO|SERVIÇOS DE SUSTAÇÃO DE CHEQUES|15|17|5|8410
6435201|SOCIEDADES DE CREDITO IMOBILIARIO|SERVIÇOS DE SUSTAÇÃO DE CHEQUES|15|17|5|8409
6435202|ASSOCIACOES DE POUPANCA E EMPRESTIMO|SERVIÇOS DE SUSTAÇÃO DE CHEQUES|15|17|5|8408
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS DE SUSTAÇÃO DE CHEQUES|15|17|5|8407
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE CANCELAMENTOE OPOSIÇÃO DE CHEQUES|15|17|5|8433
6424704|COOPERATIVAS DE CREDITO RURAL|SERVIÇOS DE CANCELAMENTOE OPOSIÇÃO DE CHEQUES|15|17|5|8432
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS DE CANCELAMENTOE OPOSIÇÃO DE CHEQUES|15|17|5|8431
6432800|BANCOS DE INVESTIMENTO|SERVIÇOS DE CANCELAMENTOE OPOSIÇÃO DE CHEQUES|15|17|5|8430
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS DE CANCELAMENTOE OPOSIÇÃO DE CHEQUES|15|17|5|8429
