SUBCLASSE|DENOMINACAO|DESCRICAO|ITEM|SUBITEM|ALIQUOTA|IDCNAE 
9529105|REPARACAO DE ARTIGOS DO MOBILIARIO|SERVIÇOS DE REPARAÇÃO DE ARTIGOS DE TAPEÇARIA|14|1|5|8983
9529105|REPARACAO DE ARTIGOS DO MOBILIARIO|SERVIÇOS DE CONSERTO E RESTAURAÇÃO DE MÓVEIS|14|1|5|8982
9529103|REPARACAO DE RELOGIOS|SERVIÇOS DE CONSERTOS DE JOIAS E RELÓGIOS|14|1|5|8981
9529106|REPARACAO DE JOIAS|SERVIÇOS DE CONSERTOS DE JOIAS E RELÓGIOS|14|1|5|8980
9529102|CHAVEIROS|SERVIÇOS DE CONSERTOS DE FECHADURAS|14|1|5|8979
4520007|SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES|SERVIÇOS DE INSTALAÇÃO DE PELÍCULA DE CONTENÇÃO SOLAR EM VEÍCULOS|14|1|5|8978
4520007|SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES|SERVIÇOS DE INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES|14|1|5|8977
4520006|SERVICOS DE BORRACHARIA PARA VEICULOS AUTOMOTORES|SERVIÇOS DE MANUTENÇÃO E CONSERTO DE PNEUS|14|1|5|8976
4520005|SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES|SERVIÇOS DE LIMPEZA E LUSTRAÇÃO DE VEÍCULOS (LAVADOR DE CARROS)|14|1|5|8975
4520002|SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES|SERVIÇOS DE CHAPEAÇÃO (CHAPEADOR)|14|1|5|8970
4329103|INSTALACAO, MANUTENCAO E REPARACAO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES, EXCETO DE FABRICACAO PROPRIA|SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS LOLANTES|14|1|5|8969
4329104|MONTAGEM E INSTALACAO DE SISTEMAS E EQUIPAMENTOS DE ILUMINACAO E SINALIZACAO EM VIAS PUBLICAS, PORTOS E AEROPORTOS|SERVIÇOS DE MANUTENÇÃO, CONSERVAÇÃO, LUBRIFICAÇÃO, LIMPEZA, RESTAURAÇÃO, REVISÃO E LUSTRUAÇÃO DE EQUIPAMENTOS|14|1|5|8913
9511800|REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS|SERVIÇOS DE MANUTENÇÃO, CONSERVAÇÃO, LUBRIFICAÇÃO, LIMPEZA, RESTAURAÇÃO, REVISÃO E LUSTRUAÇÃO DE EQUIPAMENTOS|14|1|5|8912
9512600|REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO|SERVIÇOS DE MANUTENÇÃO, CONSERVAÇÃO, LUBRIFICAÇÃO, LIMPEZA, RESTAURAÇÃO, REVISÃO E LUSTRUAÇÃO DE EQUIPAMENTOS|14|1|5|8911
3316301|MANUTENCAO E REPARACAO DE AERONAVES, EXCETO A MANUTENCAO NA PISTA|SERVIÇOS DE MANUTENÇÃO DE AERONAVES|14|1|5|8910
3316302|MANUTENCAO DE AERONAVES NA PISTA|SERVIÇOS DE MANUTENÇÃO DE AERONAVES|14|1|5|8909
3317101|MANUTENCAO E REPARACAO DE EMBARCACOES E ESTRUTURAS FLUTUANTES|SERVIÇOS DE LIMPEZA E MANUTENÇÃO DE NAVIOS|14|1|5|8908
4520005|SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES|SERVIÇOS DE LUBRIFICAÇÃO, LUSTRAÇÃO, REVISÃO E RESTAURAÇÃO DE VEÍCULOS |14|1|5|8907
4520001|SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES|SERVIÇOS DE MANUTENÇÃO E CONSERVAÇÃO DE VEÍCULOS|14|1|5|8906
3314706|MANUTENCAO E REPARACAO DE MAQUINAS, APARELHOS E EQUIPAMENTOS PARA INSTALACOES TERMICAS|SERVIÇOS DE MANUTENÇÃO, CONSERVAÇÃO, LUBRIFICAÇÃO, LIMPEZA, RESTAURAÇÃO, REVISÃO E LUSTRUAÇÃO DE EQUIPAMENTOS|14|1|5|8923
3314709|MANUTENCAO E REPARACAO DE MAQUINAS DE ESCREVER, CALCULAR E DE OUTROS EQUIPAMENTOS NAO-ELETRONICOS PARA ESCRITORIO|SERVIÇOS DE MANUTENÇÃO, CONSERVAÇÃO, LUBRIFICAÇÃO, LIMPEZA, RESTAURAÇÃO, REVISÃO E LUSTRUAÇÃO DE EQUIPAMENTOS|14|1|5|8922
3314711|MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS PARA AGRICULTURA E PECUARIA|SERVIÇOS DE MANUTENÇÃO, CONSERVAÇÃO, LUBRIFICAÇÃO, LIMPEZA, RESTAURAÇÃO, REVISÃO E LUSTRUAÇÃO DE EQUIPAMENTOS|14|1|5|8921
3314713|MANUTENCAO E REPARACAO DE MAQUINAS-FERRAMENTA|SERVIÇOS DE MANUTENÇÃO, CONSERVAÇÃO, LUBRIFICAÇÃO, LIMPEZA, RESTAURAÇÃO, REVISÃO E LUSTRUAÇÃO DE EQUIPAMENTOS|14|1|5|8920
3314714|MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS PARA A PROSPECCAO E EXTRACAO DE PETROLEO|SERVIÇOS DE MANUTENÇÃO, CONSERVAÇÃO, LUBRIFICAÇÃO, LIMPEZA, RESTAURAÇÃO, REVISÃO E LUSTRUAÇÃO DE EQUIPAMENTOS|14|1|5|8919
3314715|MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS PARA USO NA EXTRACAO MINERAL, EXCETO NA EXTRACAO DE PETROLEO|SERVIÇOS DE MANUTENÇÃO, CONSERVAÇÃO, LUBRIFICAÇÃO, LIMPEZA, RESTAURAÇÃO, REVISÃO E LUSTRUAÇÃO DE EQUIPAMENTOS|14|1|5|8918
3314717|MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS DE TERRAPLENAGEM, PAVIMENTACAO E CONSTRUCAO, EXCETO TRATORES|SERVIÇOS DE MANUTENÇÃO, CONSERVAÇÃO, LUBRIFICAÇÃO, LIMPEZA, RESTAURAÇÃO, REVISÃO E LUSTRUAÇÃO DE EQUIPAMENTOS|14|1|5|8917
3314719|MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS PARA AS INDUSTRIAS DE ALIMENTOS, BEBIDAS E FUMO|SERVIÇOS DE MANUTENÇÃO, CONSERVAÇÃO, LUBRIFICAÇÃO, LIMPEZA, RESTAURAÇÃO, REVISÃO E LUSTRUAÇÃO DE EQUIPAMENTOS|14|1|5|8916
3314720|MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS PARA A INDUSTRIA TEXTIL, DO VESTUARIO, DO COURO E CALCADOS|SERVIÇOS DE MANUTENÇÃO, CONSERVAÇÃO, LUBRIFICAÇÃO, LIMPEZA, RESTAURAÇÃO, REVISÃO E LUSTRUAÇÃO DE EQUIPAMENTOS|14|1|5|8915
4520003|SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES|SERVIÇOS DE MANUTENÇÃO E CONSERVAÇÃO DE VEÍCULOS|14|1|5|8904
4520004|SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES|SERVIÇOS DE GEOMETRI E BALANCEAMENTO|14|1|5|8902
4520007|SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES|SERVIÇOS DE MANUTENÇÃO E CONSERVAÇÃO DE VEÍCULOS|14|1|5|8903
9512600|REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO|SERVIÇOS DE ASSISTÊNCIA TÉCNICA|14|2|5|8945
9511800|REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS|SERVIÇOS DE ASSISTÊNCIA TÉCNICA|14|2|5|8946
2950600|RECONDICIONAMENTO E RECUPERACAO DE MOTORES PARA VEICULOS AUTOMOTORES|SERVIÇOS DE RECONDICIONAMENTO DE MOTORES|14|3|5|8947
2212900|REFORMA DE PNEUMATICOS USADOS|SERVIÇOS DE RECAUCHUTAGEM OU REGENERAÇÃO DE PNEUS|14|4|5|8948
1822900|SERVICOS DE ACABAMENTOS GRAFICOS|SERVIÇOS DE PLASTIFICAÇÃO|14|5|5|7298
2722802|RECONDICIONAMENTO DE BATERIAS E ACUMULADORES PARA VEICULOS AUTOMOTORES|SERVIÇOS DE RECARGA OU RECONDUÇÃO DE BATERIAS|14|5|5|7299
3211601|LAPIDACAO DE GEMAS|SERVIÇOS DE LAPIDAÇÃO OU POLIMENTO|14|5|5|7301
3250707|FABRICACAO DE ARTIGOS OPTICOS|SERVIÇOS DE LAPIDAÇÃO OU POLIMENTO|14|5|5|7302
3250707|FABRICACAO DE ARTIGOS OPTICOS|SERVIÇOS DE BENEFICIAMENTO DE LENTES|14|5|5|7300
9521500|REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO|SERVIÇOS DE JATEAMENTO DE BENS MÓVEIS|14|5|5|8966
9529104|REPARACAO DE BICICLETAS, TRICICLOS E OUTROS VEICULOS NAO-MOTORIZADOS|SERVIÇOS DE JATEAMENTO DE BENS MÓVEIS|14|5|5|8965
9529105|REPARACAO DE ARTIGOS DO MOBILIARIO|SERVIÇOS DE JATEAMENTO DE BENS MÓVEIS|14|5|5|8964
4520002|SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES|SERVIÇOS DE JATEAMENTO DE BENS MÓVEIS|14|5|5|8963
2539000|SERVICOS DE USINAGEM, SOLDA, TRATAMENTO E REVESTIMENTO EM METAIS|SERVIÇOS DE OFICINA DE TORNO|14|5|5|8962
2539000|SERVICOS DE USINAGEM, SOLDA, TRATAMENTO E REVESTIMENTO EM METAIS|SERVIÇOS DE ANODIZAÇÃO OU GALVANOPLASTIA|14|5|5|8961
1510600|CURTIMENTO E OUTRAS PREPARACOES DE COURO|SERVIÇOS DE  CORTE E ACABAMENTO |14|5|5|8960
1340502|ALVEJAMENTO, TINGIMENTO E TORCAO EM FIOS, TECIDOS, ARTEFATOS TEXTEIS E PECAS DO VESTUARIO|SERVIÇOS DE RESTAUÇÃO, RECONDICIONAMENTO, ACONDICIONAMENTO, PINTURA, BENEFICIAMENTO, LAVAGEM SECAGEM, TINGIMENTO, CORTE E RECORTE EM FIOS, TECIDOS E ARTIGOS TEXTEIS, INCLUSIVE EM PEÇAS DO VESTUÁRIO|14|5|5|8959
1340501|ESTAMPARIA E TEXTURIZACAO EM FIOS, TECIDOS, ARTEFATOS TEXTEIS E PECAS DO VESTUARIO|SERVIÇOS DE ESTAMPARIA|14|5|5|8958
1340599|OUTROS SERVICOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEFATOS TEXTEIS E PECAS DO VESTUARIO|SERVIÇOS DE ESTAMPARIA|14|5|5|8957
2532201|PRODUCAO DE ARTEFATOS ESTAMPADOS DE METAL|SERVIÇOS DE ESTAMPARIA|14|5|5|8956
2863100|FABRICACAO DE MAQUINAS E EQUIPAMENTOS PARA A INDUSTRIA TEXTIL, PECAS E ACESSORIOS|SERVIÇOS DE ESTAMPARIA|14|5|5|8955
4644301|COMERCIO ATACADISTA DE MEDICAMENTOS E DROGAS DE USO HUMANO|SERVIÇOS DE ENVASAMENTO E EMPACOTAMENTO|14|5|5|8954
4644302|COMERCIO ATACADISTA DE MEDICAMENTOS E DROGAS DE USO VETERINARIO|SERVIÇOS DE ENVASAMENTO E EMPACOTAMENTO|14|5|5|8953
8292000|ENVASAMENTO E EMPACOTAMENTO SOB CONTRATO|SERVIÇOS DE ENVASAMENTO E EMPACOTAMENTO|14|5|5|8952
5250803|AGENCIAMENTO DE CARGAS, EXCETO PARA O TRANSPORTE MARITIMO|SERVIÇOS DE AGENCIAMENTO DE CARGAS|14|5|5|8951
1610202|SERRARIAS SEM DESDOBRAMENTO DE MADEIRA|SERVIÇOS DE BENEFICIAMENTO DE MADEIRA|14|5|5|8900
3321000|INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS|SERVIÇOS DE INSTALAÇÃO MONTAGEM DE MÁQUINAS E EQUIPAMENTOS|14|6|5|8854
2851800|FABRICACAO DE MAQUINAS E EQUIPAMENTOS PARA A PROSPECCAO E EXTRACAO DE PETROLEO, PECAS E ACESSORIOS|SERVIÇOS DE INSTALAÇÃO MONTAGEM DE MÁQUINAS E EQUIPAMENTOS|14|6|5|8855
3103900|FABRICACAO DE MOVEIS DE OUTROS MATERIAIS, EXCETO MADEIRA E METAL|SERVIÇOS DE MONTAGEM INDUSTRIAL|14|6|5|8857
2852600|FABRICACAO DE OUTRAS MAQUINAS E EQUIPAMENTOS PARA USO NA EXTRACAO MINERAL, PECAS E ACESSORIOS, EXCETO NA EXTRACAO DE PETROLEO|SERVIÇOS DE MONTAGEM INDUSTRIAL|14|6|5|8860
3101200|FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA|SERVIÇOS DE MONTAGEM INDUSTRIAL|14|6|5|8859
3102100|FABRICACAO DE MOVEIS COM PREDOMINANCIA DE METAL|SERVIÇOS DE MONTAGEM INDUSTRIAL|14|6|5|8858
3321000|INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS|SERVIÇOS DE MONTAGEM DE EQUIPAMENTOS|14|6|5|8856
2823200|FABRICACAO DE MAQUINAS E APARELHOS DE REFRIGERACAO E VENTILACAO PARA USO INDUSTRIAL E COMERCIAL, PECAS E ACESSORIOS|SERVIÇOS DE MONTAGEM INDUSTRIAL|14|6|5|8861
3041500|FABRICACAO DE AERONAVES|SERVIÇOS DE MONTAGEM DE AERONAVES|14|6|5|8870
3031800|FABRICACAO DE LOCOMOTIVAS, VAGOES E OUTROS MATERIAIS RODANTES|SERVIÇOS DE MONTAGEM DE LOCOMOTIVAS E VAGÕES|14|6|5|8869
1622601|FABRICACAO DE CASAS DE MADEIRA PRE-FABRICADAS|SERVIÇOS DE MONTAGEM INDUSTRIAL|14|6|5|8868
1622602|FABRICACAO DE ESQUADRIAS DE MADEIRA E DE PECAS DE MADEIRA PARA INSTALACOES INDUSTRIAIS E COMERCIAIS|SERVIÇOS DE MONTAGEM INDUSTRIAL|14|6|5|8867
2512800|FABRICACAO DE ESQUADRIAS DE METAL|SERVIÇOS DE MONTAGEM INDUSTRIAL|14|6|5|8866
2513600|FABRICACAO DE OBRAS DE CALDEIRARIA PESADA|SERVIÇOS DE MONTAGEM INDUSTRIAL|14|6|5|8865
2631100|FABRICACAO DE EQUIPAMENTOS TRANSMISSORES DE COMUNICACAO, PECAS E ACESSORIOS|SERVIÇOS DE MONTAGEM INDUSTRIAL|14|6|5|8864
2812700|FABRICACAO DE EQUIPAMENTOS HIDRAULICOS E PNEUMATICOS, PECAS E ACESSORIOS, EXCETO VALVULAS|SERVIÇOS DE MONTAGEM INDUSTRIAL|14|6|5|8863
2822402|FABRICACAO DE MAQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVACAO DE CARGAS, PECAS E ACESSORIOS|SERVIÇOS DE MONTAGEM INDUSTRIAL|14|6|5|8862
4329102|INSTALACAO DE EQUIPAMENTOS PARA ORIENTACAO A NAVEGACAO MARITIMA, FLUVIAL E LACUSTRE|SERVIÇOS DE INSTALAÇÃO DE EQUIPAMENTOS PARA ORIENTAÇÃO À NAVEGAÇÃO MARÍTIMA FLUVIAL E LACUSTRE|14|6|5|8968
4330402|INSTALACAO DE PORTAS, JANELAS, TETOS, DIVISORIAS E ARMARIOS EMBUTIDOS DE QUALQUER MATERIAL|SERVIÇOS DE MONTAGEM OU DESMONTAGEM DE DIVISÓRIAS|14|6|5|8967
2821601|FABRICACAO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NAO-ELETRICOS PARA INSTALACOES TERMICAS, PECAS E ACESSORIOS|SERVIÇOS DE INSTALAÇÃO E MONTAGEM DE APARELHOS ELÉTRICOS E ELETRÔNICOS|14|6|5|8878
2823200|FABRICACAO DE MAQUINAS E APARELHOS DE REFRIGERACAO E VENTILACAO PARA USO INDUSTRIAL E COMERCIAL, PECAS E ACESSORIOS|SERVIÇOS DE INSTALAÇÃO E MONTAGEM DE APARELHOS ELÉTRICOS E ELETRÔNICOS|14|6|5|8877
3321000|INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS|SERVIÇOS DE INSTALAÇÃO E MONTAGEM DE APARELHOS ELÉTRICOS E ELETRÔNICOS|14|6|5|8876
9521500|REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO|SERVIÇOS DE INSTALAÇÃO DE PEÇAS E ACESSÓRIOS |14|6|5|8875
3240099|FABRICACAO DE OUTROS BRINQUEDOS E JOGOS RECREATIVOS NAO ESPECIFICADOS ANTERIORMENTE|SERVIÇOS DE MONTAGEM DE BRINQUEDOS|14|6|5|8874
3329501|SERVICOS DE MONTAGEM DE MOVEIS DE QUALQUER MATERIAL|SERVIÇOS DE MONTAGEM OU DESMONTAGEM DE MÓVEIS|14|6|5|8873
4330402|INSTALACAO DE PORTAS, JANELAS, TETOS, DIVISORIAS E ARMARIOS EMBUTIDOS DE QUALQUER MATERIAL|SERVIÇOS DE INSTALAÇÃO DE MÓVEIS|14|6|5|8872
3329501|SERVICOS DE MONTAGEM DE MOVEIS DE QUALQUER MATERIAL|SERVIÇOS DE INSTALAÇÃO DE MÓVEIS|14|6|5|8871
9002702|RESTAURACAO DE OBRAS DE ARTE|SERVIÇOS DE COLOCAÇÃO DE MOLDURAS|14|7|5|8879
4330403|OBRAS DE ACABAMENTO EM GESSO E ESTUQUE|SERVIÇOS DE COLOCAÇÃO DE MOLDURAS|14|7|5|8880
1822900|SERVICOS DE ACABAMENTOS GRAFICOS|SERVIÇOS DE PLASTIFICAÇÃO DE DOCUMENTOS|14|8|5|8881
1822900|SERVICOS DE ACABAMENTOS GRAFICOS|SERVIÇOS DE ENCADERNAÇÃO, GRAVAÇÃO E DOURAÇÃO|14|8|5|8883
8219999|PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE|SERVIÇOS DE PLASTIFICAÇÃO DE DOCUMENTOS|14|8|5|8882
1412603|FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS|SERVIÇOS DE CORTE E RECORTE DE PEÇAS DE VESTUÁRIO, SOB MEDIDA|14|9|5|8884
1411802|FACCAO DE ROUPAS INTIMAS|SERVIÇOS DE CORTE E RECORTE DE PEÇAS DE VESTUÁRIO, SOB MEDIDA|14|9|5|8885
1411801|CONFECCAO DE ROUPAS INTIMAS|SERVIÇOS DE ALFAIATARIA E COSTURA  |14|9|5|8886
1412602|CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS|SERVIÇOS DE ALFAIATARIA E COSTURA  |14|9|5|8889
1413402|CONFECCAO, SOB MEDIDA, DE ROUPAS PROFISSIONAIS|SERVIÇOS DE ALFAIATARIA E COSTURA  |14|9|5|8888
9529199|REPARACAO E MANUTENCAO DE OUTROS OBJETOS E EQUIPAMENTOS PESSOAIS E DOMESTICOS NAO ESPECIFICADOS ANTERIORMENTE|SERVIÇOS DE ALFAIATARIA E COSTURA  |14|9|5|8887
9601702|TINTURARIAS|SERVIÇOS DE LAVANDERIA E TINTURARIA|14|10|5|8890
9601701|LAVANDERIAS|SERVIÇOS DE LAVANDERIA E TINTURARIA|14|10|5|8891
9529105|REPARACAO DE ARTIGOS DO MOBILIARIO|SERVIÇOS DE TAPEÇARIA E REFORMA DE ESTOFAMENTOS (ESTOFADOR)|14|11|5|8892
9529105|REPARACAO DE ARTIGOS DO MOBILIARIO|SERVIÇOS DE TAPEÇARIA E REFORMA DE ESTOFAMENTOS (IMPERMEABILIZADOR)|14|11|5|8893
9529105|REPARACAO DE ARTIGOS DO MOBILIARIO|SERVIÇOS DE TAPEÇARIA E REFORMA DE ESTOFAMENTOS|14|11|5|8894
4520002|SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES|SERVIÇOS DE FUNELARIA E LANTERNAGEM |14|12|5|8895
2542000|FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS|SERVIÇOS DE SERRALHERIA|14|13|5|8896
1622699|FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO|SERVIÇOS DE CAPINTARIA|14|13|5|8898
2512800|FABRICACAO DE ESQUADRIAS DE METAL|SERVIÇOS DE SERRALHERIA|14|13|5|8897
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS DE ADMINISTRAÇÃO DE CARTEIRA DE CLIENTES|15|1|5|7243
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE ADMINISTRAÇÃO DE CARTEIRA DE CLIENTES|15|1|5|7244
6436100|SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS|SERVIÇOS DE ADMINISTRAÇÃO DE CARTEIRA DE CLIENTES|15|1|5|7247
6437900|SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR|SERVIÇOS DE ADMINISTRAÇÃO DE CARTEIRA DE CLIENTES|15|1|5|7246
6438701|BANCOS DE CAMBIO|SERVIÇOS DE ADMINISTRAÇÃO DE CARTEIRA DE CLIENTES|15|1|5|7245
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS DE ADMINISTRAÇÃO DE CARTEIRA DE CLIENTES|15|1|5|7248
6435201|SOCIEDADES DE CREDITO IMOBILIARIO|SERVIÇOS DE ADMINISTRAÇÃO DE CARTEIRA DE CLIENTES|15|1|5|7250
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS DE ADMINISTRAÇÃO DE CARTEIRA DE CLIENTES|15|1|5|7252
6421200|BANCOS COMERCIAIS|SERVIÇOS DE ADMINISTRAÇÃO DE CARTEIRA DE CLIENTES|15|1|5|7260
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS DE ADMINISTRAÇÃO DE CARTEIRA DE CLIENTES|15|1|5|7259
6423900|CAIXAS ECONOMICAS|SERVIÇOS DE ADMINISTRAÇÃO DE CARTEIRA DE CLIENTES|15|1|5|7258
6424701|BANCOS COOPERATIVOS|SERVIÇOS DE ADMINISTRAÇÃO DE CARTEIRA DE CLIENTES|15|1|5|7257
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS DE ADMINISTRAÇÃO DE CARTEIRA DE CLIENTES|15|1|5|7256
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE ADMINISTRAÇÃO DE CARTEIRA DE CLIENTES|15|1|5|7255
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS DE ADMINISTRAÇÃO DE CARTEIRA DE CLIENTES|15|1|5|7254
6432800|BANCOS DE INVESTIMENTO|SERVIÇOS DE ADMINISTRAÇÃO DE CARTEIRA DE CLIENTES|15|1|5|7253
6434400|AGENCIAS DE FOMENTO|SERVIÇOS DE ADMINISTRAÇÃO DE CHEQUES PRÉ-DATADOS|15|1|5|7348
6435201|SOCIEDADES DE CREDITO IMOBILIARIO|SERVIÇOS DE ADMINISTRAÇÃO DE CHEQUES PRÉ-DATADOS|15|1|5|7347
6435202|ASSOCIACOES DE POUPANCA E EMPRESTIMO|SERVIÇOS DE ADMINISTRAÇÃO DE CHEQUES PRÉ-DATADOS|15|1|5|7346
6435203|COMPANHIAS HIPOTECARIAS|SERVIÇOS DE ADMINISTRAÇÃO DE CHEQUES PRÉ-DATADOS|15|1|5|7345
6436100|SOCIEDADES DE CREDITO, FINANCIAMENTO E INVESTIMENTO - FINANCEIRAS|SERVIÇOS DE ADMINISTRAÇÃO DE CHEQUES PRÉ-DATADOS|15|1|5|7344
6437900|SOCIEDADES DE CREDITO AO MICROEMPREENDEDOR|SERVIÇOS DE ADMINISTRAÇÃO DE CHEQUES PRÉ-DATADOS|15|1|5|7343
6438701|BANCOS DE CAMBIO|SERVIÇOS DE ADMINISTRAÇÃO DE CHEQUES PRÉ-DATADOS|15|1|5|7342
6438799|OUTRAS INSTITUICOES DE INTERMEDIACAO NAO-MONETARIA NAO ESPECIFICADAS ANTERIORMENTE|SERVIÇOS DE ADMINISTRAÇÃO DE CHEQUES PRÉ-DATADOS|15|1|5|7341
6450600|SOCIEDADES DE CAPITALIZACAO|SERVIÇOS DE ADMINISTRAÇÃO DE CHEQUES PRÉ-DATADOS|15|1|5|7340
6424701|BANCOS COOPERATIVOS|SERVIÇOS DE ADMINISTRAÇÃO DE CONSÓRCIO|15|1|5|7382
6613400|ADMINISTRACAO DE CARTOES DE CREDITO|SERVIÇOS DE ADMINISTRAÇÃO DE CARTÃO DE CRÉDITO OU DÉBITO|15|1|5|8899
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS DE ADMINISTRAÇÃO DE CHEQUES PRÉ-DATADOS|15|1|5|7357
6421200|BANCOS COMERCIAIS|SERVIÇOS DE ADMINISTRAÇÃO DE CHEQUES PRÉ-DATADOS|15|1|5|7356
6423900|CAIXAS ECONOMICAS|SERVIÇOS DE ADMINISTRAÇÃO DE CHEQUES PRÉ-DATADOS|15|1|5|7355
6424701|BANCOS COOPERATIVOS|SERVIÇOS DE ADMINISTRAÇÃO DE CHEQUES PRÉ-DATADOS|15|1|5|7354
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS DE ADMINISTRAÇÃO DE CHEQUES PRÉ-DATADOS|15|1|5|7353
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE ADMINISTRAÇÃO DE CHEQUES PRÉ-DATADOS|15|1|5|7352
6431000|BANCOS MULTIPLOS, SEM CARTEIRA COMERCIAL|SERVIÇOS DE ADMINISTRAÇÃO DE CHEQUES PRÉ-DATADOS|15|1|5|7351
6432800|BANCOS DE INVESTIMENTO|SERVIÇOS DE ADMINISTRAÇÃO DE CHEQUES PRÉ-DATADOS|15|1|5|7350
6433600|BANCOS DE DESENVOLVIMENTO|SERVIÇOS DE ADMINISTRAÇÃO DE CHEQUES PRÉ-DATADOS|15|1|5|7349
6421200|BANCOS COMERCIAIS|SERVIÇOS DE ADMINISTRAÇÃO DE CONSÓRCIO|15|1|5|7385
6422100|BANCOS MULTIPLOS, COM CARTEIRA COMERCIAL|SERVIÇOS DE ADMINISTRAÇÃO DE CONSÓRCIO|15|1|5|7384
6423900|CAIXAS ECONOMICAS|SERVIÇOS DE ADMINISTRAÇÃO DE CONSÓRCIO|15|1|5|7383
6424702|COOPERATIVAS CENTRAIS DE CREDITO|SERVIÇOS DE ADMINISTRAÇÃO DE CONSÓRCIO|15|1|5|7381
6424703|COOPERATIVAS DE CREDITO MUTUO|SERVIÇOS DE ADMINISTRAÇÃO DE CONSÓRCIO|15|1|5|7380
6424704|COOPERATIVAS DE CREDITO RURAL|SERVIÇOS DE ADMINISTRAÇÃO DE CONSÓRCIO|15|1|5|7379
